ID,标签,问题,答案
168,0,希望举行校考,.你好。根据教育部的精神和鉴于疫情的影响，我校计划取消2020年在湖南省的校考，不再组织校考，直接使用湖南省相对应专业的统考成绩作为术科专业成绩，综合考生高考文化课成绩择优录取。目前调整方案正在等待审批，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我...[详细]
169,0,请问江苏校考音乐成绩大概还有多久出来？,你好。鉴于疫情的影响，目前江苏省份的校考成绩尚未公布，预计在高考结束后两周内公布，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
170,0,请问湖南校考是否取消？,你好。我校2020年在湖南省的艺考调整方案已上报至湖南省教育考试院，目前正在等待审批，请随时留意湖南省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
171,0,贵校是否准备校考？时间在什么时候？,你好。我校2020年在甘肃省的艺考调整方案已上报至甘肃省教育考试院，目前正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
172,0,请问贵校在湖南的钢琴专业校考取消了吗？如果取消了是网络考试还是承认统考？考试时间是多久呢？,你好。我校2020年在湖南省的艺考调整方案已上报至湖南省教育考试院，目前正在等待审批，请随时留意湖南省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
173,0,你好，请问贵校还校考嘛,你好。我校2020年在湖南省的艺考调整方案已上报至湖南省教育考试院，目前正在等待审批，请随时留意湖南省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
174,0,已经报名戏剧表演校考，但是不准备参加高考，准备单招。也不准备参加校考了，能退费吗,你好。如我校按照教育部的要求不再组织校考，如考生已成功缴费，其报名费将按照报名渠道原路全额退还。如是考生本人自愿放弃参加我校组织的校考，如考生已成功缴费，其报名费是不再退还的。目前，我校2020年在湖南省的艺考调整方案尚未确定，请随时留意湖南省教育考试院和我校的通知。如需要...[详细]
175,0,您好甘肃播音校考审核通过了吗会在什么时候考试呢,你好。我校2020年在甘肃省的艺考调整方案已上报至甘肃省教育考试院，目前正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
176,0,报考专业器乐琵琶不在贵校招生范玮琪，如果不想参加校考了，是否可以退费，取消校考,你好。我校2020年在甘肃省的校考报名是按照甘肃省教育考试院的要求，依托甘肃省普通高校体艺类招考智慧平台进行的，请咨询报考平台。如我校按照教育部的要求不再组织校考，如考生已成功缴费，其报名费将按照报名渠道原路全额退还。如是考生本人自愿放弃参加我校组织的校考，如考生已成功缴费...[详细]
177,0,请问确定考试方式了吗？请问是线上还是线下？具体招生简章什么时候出？,你好。我校2020年在广东省的艺考调整方案已上报至广东省教育考试院，目前正在等待审批，请随时留意广东省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
178,0,你好，贵校在湖南的播音主持校考什么时候开始是线上考试还是高考之后呢,你好。我校2020年在湖南省的艺考调整方案已上报至湖南省教育考试院，目前正在等待审批，请随时留意湖南省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
179,0,您好，我想问一下贵校今年在甘肃还举行校考吗，如果举行会以什么样方式考试呢？,你好。我校2020年在甘肃省的艺考调整方案已上报至甘肃省教育考试院，目前正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
180,0,您好，广东表演校考的时间方案确定了吗？到处没看到公告啊，怕错过。,你好。我校2020年在广东省的艺考调整方案已上报至广东省教育考试院，目前正在等待审批，请随时留意广东省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
181,0,请问校考是否取消还是录视频考试？,你好。我校2020年在湖南省的艺考调整方案已上报至湖南省教育考试院，目前正在等待审批，请随时留意湖南教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。...[详细]
182,0,是否还举行校考了就要开学了之后就收不到信息了,你好。我校2020年在湖南省的艺考调整方案已上报至湖南省教育考试院，目前正在等待审批，请随时留意湖南教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。...[详细]
183,0,四月十号左右可以开始考试吗？,你好。我校2020年在甘肃省的艺考调整方案已上报至甘肃省教育考试院，目前正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
184,0,请问今年在河南是否有古筝招生计划?若有，几个?是否承认省统考成绩?去年招生文化课最低线多少分?谢谢,你好。2020年的招生计划尚未制定，请随时留意我校的通知。我校已于2020年1月16-17日在郑州市二十四中开展了2020年艺术类专业校考的初试工作。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢...[详细]
185,0,请问什么时候发布方案？,你好。我校2020年在甘肃省的艺考调整方案已上报至甘肃省教育考试院，目前正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
186,0,请问贵校湖南播音主持校考何时考？,你好。我校2020年在湖南省的艺考调整方案已上报至湖南省教育考试院，目前正在等待审批，请随时留意湖南省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
187,0,请问贵校湖南省播音主持校考何时举行？,你好。我校2020年在湖南省的艺考调整方案已上报至湖南省教育考试院，目前正在等待审批，请随时留意湖南省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
188,0,请问贵校在校考报名显示正在进行考务安排是什么意思,你好。我校2020年在甘肃省的校考报名是按照甘肃省教育考试院的要求，依托甘肃省普通高校体艺类招考智慧平台进行的，请咨询报考平台。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提...[详细]
189,0,湖南省播音校考是否取消？何时退费？,你好。我校2020年在湖南省的艺考调整方案已上报至湖南省教育考试院，目前正在等待审批，请随时留意湖南省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
190,0,老师您好现在高考已经明确延迟了还有90多天我想是不是可以考虑举行校考呢现在中国的确诊病例已经基本上清零时间上来讲也完全来的及,你好。我校2020年在湖南省的艺考调整方案已上报至湖南省教育考试院，目前正在等待审批，请随时留意湖南省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
191,0,高考已经延期一个月了在湖南省的音乐类校考还会取消吗？,你好。我校2020年在湖南省的艺考调整方案已上报至湖南省教育考试院，目前正在等待审批，请随时留意湖南省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
192,0,贵校什么时候通知是否校考，以及校考时间,你好。我校2020年在甘肃省的艺考调整方案已上报至甘肃省教育考试院，目前正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
193,0,江西校考的成绩什么时候出,你好。鉴于疫情的影响，目前江西省份的校考成绩尚未公布，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
194,0,贵校江西播音主持还是准备采取校考，不认联考吗？,你好。我校已于2020年1月13-14日在南昌市开展了2020年艺术类专业校考的初试工作。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
195,0,您好麻烦问一下甘肃的舞蹈校考还举行吗,你好。我校2020年在甘肃省的艺考调整方案已上报至甘肃省教育考试院，目前正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
196,0,贵校会在湖南招生吗？线上初试是什么时候,你好。2020年的招生计划尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
197,0,老师，广海洋为何不招本省音乐生，不说眷顾了却完全拒之门外，呜……校考不招统考也不招？,你好。2020年的招生计划尚未制定，请随时留意我校的通知。我校2020年音乐学专业在广东省没有设置校考。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！...[详细]
198,0,老师好，请问一下已经考过的省份分数什么时候出呢,你好。鉴于疫情的影响，目前江西省份的校考成绩尚未公布，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
199,0,请问音乐校考方案出了吗？,你好。我校2020年在湖南省的艺考调整方案已上报至湖南省教育考试院，目前正在等待审批，请随时留意湖南省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
200,0,老师你好，甘肃舞蹈生是否能考贵校编导类编导方向专业，贵校编导类考试主要形式有那些。烦请老师解答。,你好。我校舞蹈编导专业属于舞蹈类。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
201,0,请问如果校考的话音乐教育方面考钢琴吗？,你好。我校2020年在甘肃省的艺考调整方案已上报至甘肃省教育考试院，目前正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
202,0,老师您好！甘肃器乐什么时候邮件视频,你好。我校2020年在甘肃省的艺考调整方案已上报至甘肃省教育考试院，目前正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
203,0,请问贵校圆号录取几个，文科分数线大概需要多少分，贵校是否在甘肃省准备校考,你好。我校2020年在甘肃省的艺考调整方案已上报至甘肃省教育考试院，目前正在等待审批，请随时留意甘肃省教育考试院和我校的通知。另外，2020年的招生计划尚未制定。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅...[详细]
204,0,您好贵校的校考方案确定了吗在甘肃省的招生会如何进行呢,你好。我校2020年在甘肃省的艺考调整方案已上报至甘肃省教育考试院，目前正在等待审批，请随时留意甘肃省教育考试院和我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问...[详细]
205,0,您好，请不要取消校考，做好防疫与考试工作，请考试继续，谢谢。,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
206,0,请问何时查询成绩吖,你好。鉴于疫情的影响，目前江苏省份的校考成绩尚未公布，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
207,0,甘肃播音生现在还可以报考吗？,你好。2020年3月31日前截止。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
208,0,如果学生所学专业（琵琶）不在贵校招生，且已经报名成功，那该怎么办,你好。我校音乐学专业的器乐方向，可以招收钢琴、小提琴、中提琴、大提琴、古筝、打击乐、小号、圆号、长号、低音号、单簧管、长笛、萨克斯，琵琶不在其中。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢...[详细]
209,0,你好！请问贵校甘肃考点有二胡吗？如果没有已经报了名报名费能退吗？,你好。我校音乐学专业的器乐方向，可以招收钢琴、小提琴、中提琴、大提琴、古筝、打击乐、小号、圆号、长号、低音号、单簧管、长笛、萨克斯，二胡不在其中。对于报名费的缴费问题，你须咨询你省招生部门。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu...[详细]
210,0,播音主持招不招艺术理科生，去年文化课成绩录取分数线是多少?建议多少分以上考生报考?在陕预计2020年招生多少人?,你好。2020年的招生计划尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
211,0,请问贵校研究出了校考的方案了吗？,你好。具体方案要等湖南省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
212,0,老师，您好，我想问问去年湖南省表演生文化录取分数线是多少,你好。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
213,0,请问你们今年你们还招音乐生嘛？（美声专业）,你好。2020年的招生计划尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
214,0,贵校今年甘肃是否招生，文理分不分？录取标准按甘肃综合分，还是贵校有特定标准？2019年录取的最低分是多少,你好。2020年的招生计划尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
215,0,您好，请问贵校今年在海南有招生计划吗？美术生有没招生计划？按什么方式招,你好。2020年的招生计划尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
216,0,老师您好，我想问一下贵校播音的文化分是多少？,你好。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
217,0,请问贵校今年校考是否招收甘肃省二胡考生？,你好。我校音乐学专业的器乐方向，可以招收钢琴、小提琴、中提琴、大提琴、古筝、打击乐、小号、圆号、长号、低音号、单簧管、长笛、萨克斯，没有二胡方面的。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。...[详细]
218,0,请问贵校是否招收二胡考生（甘肃省）,你好。我校音乐学专业的器乐方向，可以招收钢琴、小提琴、中提琴、大提琴、古筝、打击乐、小号、圆号、长号、低音号、单簧管、长笛、萨克斯，没有二胡方面的。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。...[详细]
219,0,请问贵校对于甘肃省二胡考生有何考试要求？,你好。我校音乐学专业的器乐方向，可以招收钢琴、小提琴、中提琴、大提琴、古筝、打击乐、小号、圆号、长号、低音号、单簧管、长笛、萨克斯。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝...[详细]
220,0,请问贵校播音还可以报名吗？谢谢老师,你好。2020年我校没有在山西省份设置校考，目前2020年的招生计划也尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
221,0,请我贵校今年是否会取消甘肃校考（声乐招生）,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
222,0,甘肃省是否还会举行校考，贵校是否取消校考认证统考成绩？,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
223,0,请问贵校什么时候能确定校考事项？线上还是线下考？,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
224,0,你好，我是湖南的传媒类艺考生。我想请问贵校播音和表演专业在湖南还举行校考吗？如果举行那将采取怎样的考试形式,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
225,0,我是一名来自江西的美术生，请问贵校面向江西招生吗？,你好。2020年的招生计划尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
226,0,招不招浙江服装表演,你好。2020年的招生计划尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
227,0,贵校官网没有综合分，请问19年山西美术录取的综合分,你好。我校美术类专业2019年在山西省份使用的是统考成绩，最低的投档分已经公布。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
228,0,湖南省统考真的很水很水考官打分真的有时候是看心情的一点专业水准都没有。我们表演艺考生辛苦了这么久不就是为了能在校考上取一个好成绩吗？现在多所院校已取消校考，假如广海也取消了的话我们真的不知道该怎么办了🙏🏻,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如你对统考有意见可以向湖南省考试院反馈。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
229,0,湖南省统考真的很水很水考官打分真的有时候是看心情的一点专业水准都没有。我们表演艺考生辛苦了这么久不就是为了能在校考上取一个好成绩吗？现在多所院校已取消校考，假如广海也取消了的话我们真的不知道该怎么办了🙏🏻,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如你对统考有意见可以向湖南省考试院反馈。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
230,0,您好，我是湖南省一名文科美术生，联考没过本科线，想考贵校，文化大概需要多少分呢,你好。我校为本科院校，如你的联考没过本科线，届时出不了档，我校是录取不到你的。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
231,0,请问2020音乐类在黑龙江招生吗,你好。2020年的招生计划尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
232,0,请问贵校播音主持专业2020年招生面向云南考生吗？是否承认云南省统考成绩？,你好。2020年的招生计划尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
233,0,您好，贵校今年河北省有招生计划吗，音乐学丶音乐教育、音乐表演长笛河北招几人，建议多少分填志愿,你好。2020年的招生计划尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
234,0,贵校播音主持还举行校考吗？网上考试吗？,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
235,0,贵校19年在山西录取的综合分是多少？,你好。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
236,0,请问校考成绩什么时候出来呢,你好。鉴于疫情的影响，目前江苏省份的校考成绩尚未公布，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
237,0,你好，我是甘肃声乐考生，请问在甘肃今年还举行校考吗？是否还可以报名？谢谢,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
238,0,还能报名吗湖南省考生,你好。我校艺术类专业在湖南省份的报名时间为2020年1月16日8时至1月22日18时，现已停止接受报名。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
239,0,请问贵校录取是结合本省本科线＋专业分吗?,你好。详情请查阅《广东海洋大学2020年普通本科艺术类专业招生简章》。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
240,0,请问贵校会取消在湖南的校考吗,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
241,0,老师你好，贵校往年在山西省都是以校考成绩录取，今年未组织校考，是承认联考成绩吗？还是不打算在山西录取，山西还有录取名额吗？,你好。2020年我校没有在山西省份设置校考，目前2020年的招生计划也尚未制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
242,0,线上考试实在太不公平了镜头面前看不出来妆的浓淡录制进去的声音和现实还是有差别的也可以要老师来镜外指导真的很多很多不公平更何况一些高中学校全封闭制度也不允许带手机更别说找场地考试了高考后现场考试是较为好的比起线上考试，一定不要线上考哭了,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
243,0,请问贵校今年在江西是第一次使用统考成绩招生吗？,你好。2020年1月13-14日我校在江西省份开展了艺术类专业校考的初试工作，录取时将使用我校校考成绩。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
244,0,我是甘肃考生。联考后报名参加你校舞蹈校考，校考举办吗,你好。具体方案要等省招生部门的通知才能确定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”进行了解。谢谢你的提问。祝你身体健康、学业进步！
245,0,老师，您好！我想向你咨询一下贵校对于湖南省美术专业生专业录取成绩以及文化录取成绩,你好。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
246,0,请问贵校本科招生，美术省考分数要求多少才有资格填报？另外请问贵校有美术专科招生吗？,你好。我校没有美术专科招生，只有本科招生。我校2020年的招生章程正在制定，请随时留意我校的通知。如需要了解历年的录取情况或者具体招生通知，请登录我校的招生网http://zsjy.gdou.edu.cn或者关注微信公众号“广海招就”查阅历年的数据进行了解。谢谢你的提问。祝你身体健康、学业进步！
